Citing_DOI	Citing_Year	Cited_DOI	Cited_Year
10.1007/3-540-47866-3_32	1999	10.1145/230538.230540	1996
10.1007/3-540-47866-3_32	1999	10.1145/45072.45073	1987
10.1007/3-540-47866-3_32	1999	10.1007/s007780050029	1996
10.1007/3-540-47866-3_32	1999	10.1145/98163.98172	1990
10.1007/3-540-47866-3_32	1999	10.1145/102675.102676	1990
10.1007/3-540-47866-3_32	1999	10.1007/3-540-61292-0_28	1996
10.1007/3-540-47866-3_32	1999	10.1007/bf00962977	1994
10.1007/3-540-47866-3_32	1999	10.1145/115790.115839	1991
10.1007/3-540-47866-3_32	1999	10.1007/3-540-55015-1_10	1991
10.1007/3-540-47866-3_32	1999	10.1145/65935.65936	1989
10.1007/3-540-47866-3_32	1999	10.1145/74877.74914	1989
10.1007/3-540-47866-3_32	1999	10.1145/65971.65976	1989
10.1007/3-540-47866-3_32	1999	10.1109/coopis.1998.706226	1998
10.1007/3-540-47866-3_32	1999	10.1142/s0218843097000136	1997
10.1007/3-540-47866-3_32	1999	10.1109/icde.1993.344011	1993
10.1007/3-540-47866-3_32	1999	10.1016/0306-4379(83)90036-4	1983
10.1007/bfb0024370	1993	10.1016/0306-4379(91)90037-a	1991
10.1007/bfb0024370	1993	10.1145/320434.320440	1976
10.1007/bfb0024370	1993	10.1007/3-540-54009-1_24	1991
10.1007/bfb0024370	1993	10.1007/bfb0035142	1992
10.1007/bfb0024370	1993	10.1016/0306-4379(93)90004-k	1993
10.1007/bfb0024370	1993	10.1016/0169-023x(93)90020-p	1993
10.1007/bfb0024374	1993	10.1145/27633.27634	1986
10.1007/bfb0024374	1993	10.1145/16894.16893	1986
10.1007/bfb0024374	1993	10.1016/0004-3702(75)90020-x	1975
10.1007/bfb0024374	1993	10.1145/320434.320440	1976
10.1007/bfb0024374	1993	10.1109/2.116889	1991
10.1007/bfb0024374	1993	10.1007/3-540-17187-8_34	1986
10.1007/bfb0024374	1993	10.1016/0169-023x(92)90024-6	1992
10.1007/bfb0024374	1993	10.1016/0169-023x(85)90027-8	1985
10.1007/bfb0024374	1993	10.1145/356924.356929	1984
10.1007/bfb0024374	1993	10.1609/aimag.v11i3.842	1990
10.1007/bfb0024374	1993	10.1145/319587.319588	1981
10.1007/bfb0024374	1993	10.1145/45072.45073	1987
10.1007/bfb0024374	1993	10.1109/ride.1993.281940	1993
10.1007/bfb0024374	1993	10.1007/3-540-56777-1_5	1993
10.1007/bfb0024374	1993	10.1109/32.16605	1989
10.1007/bfb0024374	1993	10.1007/978-3-642-83189-8	1987
10.1007/bfb0024374	1993	10.1109/tse.1987.233490	1987
10.1007/bfb0024374	1993	10.1145/62061.62062	1988
10.1007/bfb0024374	1993	10.1145/96602.96604	1990
10.1007/bfb0024374	1993	10.1007/3-540-56023-8_8	1992
10.1007/bfb0024389	1993	10.1145/126482.126492	1991
10.1007/bfb0024389	1993	10.1145/602259.602300	1984
10.1007/bfb0024389	1993	10.1145/50202.50233	1988
10.1007/bfb0024389	1993	10.1145/319587.319588	1981
10.1007/bfb0024389	1993	10.1145/140979.140996	1992
10.1007/bfb0024389	1993	10.1145/602259.602276	1984
10.1007/bfb0024389	1993	10.1145/318898.318921	1985
10.1007/bfb0024389	1993	10.1145/122050.122054	1991
10.1007/3-540-58786-1_96	1994	10.1109/32.223803	1993
10.1007/3-540-58786-1_96	1994	10.1145/136586.136587	1992
10.1007/3-540-58786-1_96	1994	10.1145/130994.131006	1992
10.1007/3-540-58786-1_96	1994	10.1093/comjnl/29.4.348	1986
10.1007/3-540-58786-1_96	1994	10.1145/130844.130856	1992
10.1007/3-540-58786-1_96	1994	10.1145/131736.131739	1992
10.1007/3-540-58786-1_96	1994	10.1145/65971.65976	1989
10.1007/3-540-48054-4_16	1999	10.1145/24039.24041	1987
10.1007/3-540-48054-4_16	1999	10.1109/32.588543	1997
10.1007/3-540-48054-4_16	1999	10.1109/tse.1984.5010248	1984
10.1007/bfb0019925	1996	10.1145/42267.42271	1988
10.1007/bfb0019925	1996	10.1145/27633.27634	1986
10.1007/bfb0019925	1996	10.1145/16894.16893	1986
10.1007/bfb0019925	1996	10.1007/3-540-60584-3_21	1995
10.1007/bfb0019925	1996	10.1137/0215061	1986
10.1007/bfb0019925	1996	10.1016/0306-4379(94)90024-8	1994
10.1007/bfb0020516	1995	10.1142/s0218215793000071	1993
10.1007/bfb0020516	1995	10.1145/115790.115831	1991
10.1007/bfb0020516	1995	10.1109/2.303623	1994
10.1007/bfb0020516	1995	10.1109/icde.1989.47198	1989
10.1007/bfb0020516	1995	10.1145/191246.191322	1994
10.1007/bfb0020516	1995	10.1145/176789.176794	1994
10.1007/bfb0020516	1995	10.1007/s007780050014	1996
10.1007/bfb0020516	1995	10.1145/170035.171541	1993
10.1007/bfb0020516	1995	10.1109/tse.1975.6312816	1975
10.1007/bfb0020516	1995	10.1609/aimag.v12i3.902	1991
10.1007/bfb0020516	1995	10.1007/978-1-4471-2122-0_18	1994
10.1007/bfb0020516	1995	10.1109/mc.1986.1663126	1986
10.1007/bfb0020516	1995	10.1109/2.121508	1992
10.1007/bfb0020516	1995	10.1007/bf01006413	1992
10.1007/bfb0020516	1995	10.1145/205323.205347	1995
10.1007/bfb0020523	1995	10.1007/3-540-47910-4_10	1993
10.1007/bfb0020523	1995	10.1007/3-540-56921-9_4	1993
10.1007/bfb0020523	1995	10.1016/0169-023x(94)90011-6	1994
10.1007/bfb0020523	1995	10.1145/163090.163098	1993
10.1007/bfb0020523	1995	10.1145/191839.191951	1994
10.1007/bfb0020523	1995	10.1109/icde.1994.283030	1994
10.1007/bfb0020523	1995	10.1109/icde.1993.344032	1993
10.1007/bfb0020523	1995	10.1145/319566.319573	1981
10.1007/3-540-56023-8_16	1992	10.1016/b978-0-934613-40-8.50006-3	1988
10.1007/3-540-56023-8_16	1992	10.1145/320434.320440	1976
10.1007/3-540-56023-8_16	1992	10.1145/320107.320109	1979
10.1007/3-540-56023-8_16	1992	10.1016/0306-4379(88)90039-7	1988
10.1007/3-540-56023-8_16	1992	10.1016/0169-023x(85)90027-8	1985
10.1007/3-540-56023-8_16	1992	10.1145/356924.356929	1984
10.1007/3-540-56023-8_16	1992	10.1145/93597.98733	1990
10.1007/3-540-56023-8_16	1992	10.1007/3-540-55460-2_19	1991
10.1007/3-540-56023-8_16	1992	10.1145/67544.66967	1989
10.1007/3-540-56023-8_16	1992	10.1145/320544.320546	1977
10.1007/3-540-56023-8_16	1992	10.1145/7474.7475	1986
10.1007/3-540-47866-3_33	1999	10.1007/3-540-59498-1_239	1995
10.1007/3-540-47866-3_33	1999	10.1007/978-3-540-49524-6_18	1998
10.1007/3-540-47866-3_33	1999	10.1007/3-540-58786-1_75	1994
10.1007/3-540-47866-3_33	1999	10.1007/978-3-540-49524-6_21	1998
10.1007/3-540-47866-3_33	1999	10.1007/978-3-540-49524-6_20	1998
10.1007/bfb0024352	1993	10.1016/0304-3975(51)90006-0	1991
10.1007/bfb0024352	1993	10.1007/3-540-50345-5_1	1988
10.1007/bfb0024352	1993	10.1145/93597.98730	1990
10.1007/bfb0024352	1993	10.1109/icde.1991.131503	1991
10.1007/bfb0024352	1993	10.1145/130283.130295	1992
10.1007/bfb0024352	1993	10.1145/42411.42414	1988
10.1007/bfb0024352	1993	10.1109/icde.1991.131502	1991
10.1007/bfb0024352	1993	10.1007/3-540-19074-0_48	1988
10.1007/bfb0024352	1993	10.1016/0306-4379(93)90039-4	1993
10.1007/bfb0024352	1993	10.1145/28697.28746	1986
10.1007/bfb0024352	1993	10.1145/67544.66946	1989
10.1007/bfb0024352	1993	10.1109/icde.1989.47219	1989
10.1007/bfb0024352	1993	10.1145/588011.588047	1984
10.1007/bfb0024352	1993	10.1145/125223.125262	1991
10.1007/3-540-47866-3_7	1999	10.1145/27633.27634	1986
10.1007/3-540-47866-3_7	1999	10.1145/263661.263668	1997
10.1007/3-540-47866-3_7	1999	10.1145/77643.77645	1990
10.1007/3-540-47866-3_7	1999	10.1007/3-540-63699-4_33	1997
10.1007/3-540-47866-3_7	1999	10.1016/s0306-4379(98)00014-3	1998
10.1007/3-540-47866-3_7	1999	10.1007/3-540-48738-7_25	1999
10.1007/3-540-47866-3_7	1999	10.1016/s0169-023x(98)00013-5	1998
10.1007/3-540-47866-3_7	1999	10.1145/96602.96604	1990
10.1007/3-540-47866-3_7	1999	10.1109/coopis.1998.706193	1998
10.1007/3-540-47866-3_19	1999	10.1007/3540539816_61	1991
10.1007/3-540-47866-3_19	1999	10.1007/bfb0035141	1992
10.1007/3-540-47866-3_19	1999	10.1007/3-540-58113-8_167	1994
10.1007/3-540-47866-3_19	1999	10.1007/bfb0020520	1995
10.1007/3-540-47866-3_19	1999	10.1007/3-540-09237-4	1979
10.1007/3-540-47866-3_19	1999	10.1007/3-540-55015-1_23	1991
10.1007/3-540-47866-3_19	1999	10.1007/3-540-63107-0_11	1997
10.1007/3-540-47866-3_19	1999	10.1007/3-540-60608-4_41	1995
10.1007/3-540-47866-3_19	1999	10.1007/978-3-540-49524-6_16	1998
10.1007/bfb0020525	1995	10.1016/0169-023x(91)90023-q	1991
10.1007/bfb0020525	1995	10.1145/38713.38748	1987
10.1007/bfb0020525	1995	10.1109/32.16605	1989
10.1007/bfb0020525	1995	10.1016/0306-4379(90)90036-o	1990
10.1007/bfb0020525	1995	10.1016/0169-023x(89)90004-9	1989
10.1007/bfb0020525	1995	10.1109/69.87977	1989
10.1007/bfb0020525	1995	10.1145/38765.38817	1987
10.1007/bfb0020525	1995	10.1007/3-540-56777-1_4	1993
10.1007/3-540-48054-4_5	1999	10.1007/978-3-540-49524-6_25	1998
10.1007/3-540-48054-4_5	1999	10.1145/38713.38748	1987
10.1007/3-540-48054-4_5	1999	10.1145/320107.320125	1979
10.1007/3-540-48054-4_5	1999	10.1109/icde.1998.655820	1998
10.1007/3-540-48054-4_5	1999	10.1145/191080.191147	1994
10.1007/3-540-48054-4_5	1999	10.1145/170035.170041	1993
10.1007/3-540-48054-4_5	1999	10.1145/38765.38817	1987
10.1007/3-540-48054-4_5	1999	10.1145/244810.244813	1997
10.1007/3-540-48054-4_5	1999	10.1145/65935.65936	1989
10.1007/3-540-56023-8_23	1992	10.1016/0306-4379(88)90004-x	1988
10.1007/3-540-56023-8_23	1992	10.1109/icde.1992.213151	1992
10.1007/3-540-56023-8_23	1992	10.1016/0169-023x(85)90027-8	1985
10.1007/3-540-56023-8_23	1992	10.1109/icde.1990.113456	1990
10.1007/3-540-56023-8_23	1992	10.1145/50202.50233	1988
10.1007/3-540-56023-8_23	1992	10.1016/0020-0255(89)90026-1	1989
10.1007/3-540-56023-8_23	1992	10.1145/38713.38760	1987
10.1007/3-540-56023-8_23	1992	10.1145/22952.22956	1987
10.1007/3-540-56023-8_23	1992	10.1109/icde.1992.213150	1992
10.1007/3-540-63699-4_21	1997	10.1145/28697.28700	1986
10.1007/3-540-63699-4_21	1997	10.1016/0306-4379(95)00010-2	1995
10.1007/3-540-63699-4_21	1997	10.1007/bfb0053029	1992
10.1007/3-540-63699-4_21	1997	10.1145/320434.320440	1976
10.1007/3-540-63699-4_21	1997	10.1007/bf00122129	1996
10.1007/3-540-63699-4_21	1997	10.1016/0306-4379(90)90022-h	1990
10.1007/3-540-63699-4_21	1997	10.1145/230538.230540	1996
10.1007/3-540-63699-4_21	1997	10.1145/45072.45073	1987
10.1007/3-540-63699-4_21	1997	10.1145/28697.28732	1986
10.1007/3-540-63699-4_21	1997	10.1007/bfb0057029	1991
10.1007/3-540-63699-4_21	1997	10.1145/62061.62062	1988
10.1007/3-540-63699-4_21	1997	10.1145/115790.115839	1991
10.1007/3-540-63699-4_21	1997	10.1145/38765.38850	1987
10.1007/3-540-63699-4_21	1997	10.1016/0169-023x(95)00044-s	1996
10.1007/3-540-63699-4_21	1997	10.1145/243439.243441	1996
10.1007/3-540-63699-4_21	1997	10.1145/7474.7475	1986
10.1007/3-540-63699-4_21	1997	10.1109/icde.1997.581963	1997
10.1007/3-540-58786-1_97	1994	10.1145/27633.27634	1986
10.1007/3-540-58786-1_97	1994	10.1007/bfb0024382	1993
10.1007/3-540-63699-4_28	1997	10.1007/bf01267326	1994
10.1007/3-540-63699-4_28	1997	10.1016/0306-4379(92)90022-f	1992
10.1007/3-540-63699-4_28	1997	10.1109/32.238583	1993
10.1007/3-540-63699-4_28	1997	10.1109/icde.1987.7272353	1987
10.1007/3-540-63699-4_28	1997	10.1007/bf01418059	1995
10.1007/3-540-63699-4_28	1997	10.1145/582095.582110	1979
10.1007/3-540-63699-4_28	1997	10.1145/1282480.1282486	1975
10.1007/3-540-63699-4_28	1997	10.1016/0169-023x(93)90003-8	1993
10.1007/3-540-63699-4_28	1997	10.1145/1994.2209	1984
10.1007/3-540-63699-4_28	1997	10.1145/67544.66966	1989
10.1007/bfb0024361	1993	10.1016/0004-3702(84)90008-0	1984
10.1007/bfb0024361	1993	10.1145/49346.50065	1988
10.1007/bfb0024361	1993	10.1145/28697.28739	1986
10.1007/bfb0024361	1993	10.1145/130283.130323	1992
10.1007/bfb0024361	1993	10.1016/0306-4379(88)90040-3	1988
10.1007/bfb0024361	1993	10.1145/170088.170177	1993
10.1007/bfb0024361	1993	10.1007/3-540-47910-4_16	1993
10.1007/bfb0024361	1993	10.1145/22952.22956	1987
10.1007/bfb0024361	1993	10.1016/0306-4379(86)90014-1	1986
10.1007/bfb0024361	1993	10.1109/icde.1992.213150	1992
10.1007/978-3-540-49524-6_23	1998	10.1145/130994.130998	1992
10.1007/978-3-540-49524-6_23	1998	10.1145/50087.50089	1988
10.1007/978-3-540-49524-6_23	1998	10.1093/comjnl/30.1.8	1987
10.1007/3-540-48054-4_11	1999	10.1016/0306-4379(88)90041-5	1988
10.1007/3-540-48054-4_11	1999	10.1007/3-540-56777-1_2	1993
10.1007/3-540-48054-4_11	1999	10.1109/wcre.1993.287768	1993
10.1007/3-540-48054-4_11	1999	10.1016/0306-4379(96)00017-8	1996
10.1007/3-540-48054-4_11	1999	10.1145/358527.358543	1981
10.1007/3-540-48054-4_11	1999	10.1016/0306-4573(95)80008-h	1995
10.1007/3-540-48054-4_11	1999	10.1016/0306-4379(90)90036-o	1990
10.1007/3-540-48054-4_11	1999	10.1016/s0169-023x(96)00045-6	1997
10.1007/3-540-48054-4_11	1999	10.1016/0306-4379(78)90001-7	1978
10.1007/3-540-48054-4_11	1999	10.1007/3-540-48738-7_40	1999
10.1007/3-540-48054-4_3	1999	10.1007/bfb0054086	1998
10.1007/3-540-48054-4_3	1999	10.1145/288627.288691	1998
10.1007/3-540-48054-4_3	1999	10.1007/bfb0053695	1998
10.1007/3-540-48054-4_3	1999	10.1007/bfb0022023	1997
10.1007/3-540-48054-4_3	1999	10.1145/244810.244813	1997
10.1007/3-540-48054-4_3	1999	10.1109/69.617053	1997
10.1007/3-540-48054-4_3	1999	10.1145/318898.318921	1985
10.1007/3-540-48054-4_3	1999	10.1007/bfb0053702	1997
10.1007/bfb0024360	1993	10.1145/67544.66941	1989
10.1007/bfb0024360	1993	10.1007/3-540-56023-8_1	1992
10.1007/bfb0024360	1993	10.1145/320107.320109	1979
10.1007/bfb0024360	1993	10.1145/111197.111200	1991
10.1007/bfb0024360	1993	10.1145/132271.132273	1992
10.1007/bfb0024360	1993	10.1016/0020-0255(89)90026-1	1989
10.1007/bfb0024360	1993	10.1093/comjnl/33.1.11	1990
10.1007/bfb0024360	1993	10.1109/69.54721	1990
10.1007/bfb0024360	1993	10.1145/22952.22956	1987
10.1007/bfb0024360	1993	10.1016/0020-0255(91)90060-8	1991
10.1007/bfb0024360	1993	10.1145/7531.7918	1987
10.1007/bfb0024360	1993	10.1145/128765.128767	1992
10.1007/bfb0024360	1993	10.1007/bfb0024360	1993
10.1007/3-540-58786-1_101	1994	10.1109/mc.1985.1662870	1985
10.1007/3-540-58786-1_101	1994	10.1145/320434.320440	1976
10.1007/3-540-58786-1_101	1994	10.1016/0004-3702(90)90055-5	1990
10.1007/3-540-58786-1_101	1994	10.1016/0167-6423(93)90021-g	1993
10.1007/3-540-58786-1_101	1994	10.1145/22719.22947	1987
10.1007/3-540-58786-1_101	1994	10.1145/128756.128757	1992
10.1007/3-540-58786-1_101	1994	10.1145/102675.102676	1990
10.1007/3-540-58786-1_101	1994	10.1109/32.142871	1992
10.1007/3-540-58786-1_101	1994	10.1007/3-540-57818-8_51	1994
10.1007/bfb0024380	1993	10.1147/rd.281.0082	1984
10.1007/bfb0024380	1993	10.1007/bfb0035148	1992
10.1007/bfb0024380	1993	10.1007/bfb0035132	1992
10.1007/bfb0024380	1993	10.1109/wcre.1993.287768	1993
10.1007/bfb0024380	1993	10.1016/0306-4379(86)90022-0	1986
10.1007/bfb0024380	1993	10.1145/320141.320147	1980
10.1007/bfb0024380	1993	10.1109/wcre.1993.287769	1993
10.1007/bfb0020531	1995	10.1145/27633.27634	1986
10.1007/bfb0020531	1995	10.1145/16894.16893	1986
10.1007/bfb0020531	1995	10.1109/2.121509	1992
10.1007/bfb0020531	1995	10.1145/320434.320440	1976
10.1007/bfb0020531	1995	10.1145/141356.141383	1991
10.1007/bfb0020531	1995	10.1109/ride.1993.281940	1993
10.1007/bfb0020531	1995	10.1007/bfb0024374	1993
10.1007/bfb0020531	1995	10.1109/32.16605	1989
10.1007/bfb0020531	1995	10.1109/tse.1987.233490	1987
10.1007/bfb0020531	1995	10.1007/3-540-56023-8_8	1992
10.1007/3-540-63699-4_18	1997	10.1007/3-540-61292-0_15	1996
10.1007/3-540-63699-4_18	1997	10.1007/bfb0035146	1992
10.1007/3-540-63699-4_18	1997	10.1145/230538.230560	1996
10.1007/3-540-63699-4_18	1997	10.1016/0167-6423(87)90035-9	1987
10.1007/3-540-63699-4_18	1997	10.1016/0306-4379(93)90039-4	1993
10.1007/3-540-63699-4_18	1997	10.1145/102675.102676	1990
10.1007/3-540-63699-4_18	1997	10.1007/3-540-56777-1_18	1993
10.1007/3-540-63699-4_18	1997	10.1145/69610.357982	1984
10.1007/3-540-58786-1_85	1994	10.1145/103140.103141	1991
10.1007/3-540-58786-1_85	1994	10.1145/67544.66941	1989
10.1007/3-540-58786-1_85	1994	10.1145/50202.50218	1988
10.1007/3-540-58786-1_85	1994	10.1145/308386.308429	1988
10.1007/3-540-58786-1_85	1994	10.1145/28659.28662	1987
10.1007/3-540-58786-1_85	1994	10.1145/93597.98732	1990
10.1007/3-540-58786-1_85	1994	10.1109/icde.1994.283032	1994
10.1007/3-540-58786-1_85	1994	10.1007/3-540-57818-8_54	1994
10.1007/3-540-58786-1_85	1994	10.1145/828.832	1984
10.1007/3-540-58786-1_85	1994	10.1145/45072.45073	1987
10.1007/3-540-58786-1_85	1994	10.1145/67544.66939	1989
10.1007/3-540-58786-1_85	1994	10.1145/155271.155274	1993
10.1007/3-540-58786-1_85	1994	10.1007/3-540-56023-8_3	1992
10.1007/3-540-47866-3_30	1999	10.1145/276304.276330	1998
10.1007/3-540-47866-3_30	1999	10.1145/27633.27634	1986
10.1007/3-540-47866-3_30	1999	10.1007/bfb0053476	1998
10.1007/3-540-47866-3_30	1999	10.1109/tse.1984.5010292	1984
10.1007/3-540-47866-3_30	1999	10.1109/69.273035	1994
10.1007/3-540-47866-3_30	1999	10.1109/dexa.1998.707414	1998
10.1007/3-540-47866-3_30	1999	10.1007/bfb0057742	1998
10.1007/3-540-47866-3_30	1999	10.1109/32.16605	1989
10.1007/3-540-47866-3_30	1999	10.1007/bfb0057710	1998
10.1007/3-540-47866-3_30	1999	10.1109/tse.1987.233490	1987
10.1007/3-540-47866-3_30	1999	10.1007/bfb0019924	1996
10.1007/3-540-47866-3_30	1999	10.1109/coopis.1998.706276	1998
10.1007/3-540-47866-3_30	1999	10.1145/288627.288673	1998
10.1007/3-540-47866-3_30	1999	10.1007/bfb0057723	1998
10.1007/3-540-47866-3_30	1999	10.1145/96602.96604	1990
10.1007/3-540-47866-3_30	1999	10.1007/bfb0057732	1998
10.1007/3-540-47866-3_30	1999	10.1007/3-540-48252-0_3	1999
10.1007/bfb0019937	1996	10.1016/0306-4379(93)90012-p	1993
10.1007/bfb0019937	1996	10.1145/101620	1990
10.1007/bfb0019937	1996	10.1145/101620.101625	1987
10.1007/bfb0019937	1996	10.1016/0890-5401(88)90007-7	1988
10.1007/bfb0019937	1996	10.1145/320434.320440	1976
10.1007/bfb0019937	1996	10.1145/96709.96721	1990
10.1007/bfb0019937	1996	10.1109/69.317711	1994
10.1007/bfb0019937	1996	10.1007/3-540-56023-8_25	1992
10.1007/bfb0019937	1996	10.1145/319587.319588	1981
10.1007/bfb0019937	1996	10.1007/978-1-4471-3577-7_21	1994
10.1007/bfb0019937	1996	10.1145/67544.66958	1989
10.1007/bfb0019937	1996	10.1093/comjnl/30.1.8	1987
10.1007/bfb0019937	1996	10.1109/icde.1992.213210	1992
10.1007/bfb0019937	1996	10.1051/ita/1996300100311	1996
10.1007/bfb0019937	1996	10.1007/3-540-54141-1_6	1990
10.1007/bfb0019937	1996	10.1007/978-3-642-69956-6	1989
10.1007/bfb0019937	1996	10.1145/62061.62062	1988
10.1007/bfb0019937	1996	10.1145/181577.181578	1994
10.1007/bfb0019937	1996	10.1145/319540.319561	1981
10.1007/bfb0019937	1996	10.1145/28697.28702	1986
10.1007/bfb0019937	1996	10.1007/3-540-45910-3_4	1988
10.1007/3-540-56023-8_13	1992	10.1145/3979.4018	1985
10.1007/3-540-56023-8_13	1992	10.1145/320434.320440	1976
10.1007/3-540-56023-8_13	1992	10.1007/3-540-17189-4_107	1986
10.1007/3-540-56023-8_13	1992	10.1109/32.4664	1988
10.1007/3-540-56023-8_13	1992	10.1145/98163.98172	1990
10.1007/3-540-56023-8_13	1992	10.1145/358557.358572	1982
10.1007/3-540-47866-3_20	1999	10.1145/319628.319634	1981
10.1007/3-540-47866-3_20	1999	10.1145/320434.320440	1976
10.1007/3-540-47866-3_20	1999	10.1145/319732.319740	1982
10.1007/3-540-47866-3_20	1999	10.1145/263661.263668	1997
10.1007/3-540-47866-3_20	1999	10.1109/mc.1986.1663034	1986
10.1007/3-540-47866-3_20	1999	10.1016/0306-4379(91)90012-x	1991
10.1007/3-540-47866-3_20	1999	10.1016/0169-023x(95)00042-q	1996
10.1007/3-540-47866-3_20	1999	10.1109/icde.1996.492097	1996
10.1007/3-540-47866-3_20	1999	10.1109/69.277770	1994
10.1007/3-540-47866-3_20	1999	10.1007/bfb0020524	1995
10.1007/3-540-47866-3_20	1999	10.1109/2.121508	1992
10.1007/3-540-63699-4_12	1997	10.1016/0022-0000(84)90075-8	1984
10.1007/3-540-63699-4_12	1997	10.1145/185827.185828	1994
10.1007/3-540-63699-4_12	1997	10.1137/0214049	1985
10.1007/3-540-63699-4_12	1997	10.1145/78935.78937	1990
10.1007/3-540-63699-4_12	1997	10.1109/icde.1993.344081	1993
10.1007/3-540-63699-4_12	1997	10.1007/3-540-60794-3_18	1995
10.1007/3-540-63699-4_12	1997	10.1109/ride.1994.282851	1994
10.1007/3-540-63699-4_12	1997	10.1109/69.63251	1990
10.1007/3-540-63699-4_12	1997	10.1145/93597.98735	1990
10.1007/3-540-63699-4_17	1997	10.1145/588011.588029	1984
10.1007/3-540-63699-4_17	1997	10.1145/27633.27634	1986
10.1007/3-540-63699-4_17	1997	10.1007/3-540-47910-4_3	1993
10.1007/3-540-63699-4_17	1997	10.1007/3-540-54059-8_91	1991
10.1007/3-540-63699-4_17	1997	10.1007/3-540-56023-8_9	1992
10.1007/3-540-63699-4_17	1997	10.1007/bfb0024378	1993
10.1007/3-540-63699-4_17	1997	10.1145/320434.320440	1976
10.1007/3-540-63699-4_17	1997	10.1145/58566.59297	1988
10.1007/3-540-63699-4_17	1997	10.1007/bfb0035139	1992
10.1007/3-540-63699-4_17	1997	10.1007/3-540-61442-7_1	1996
10.1007/3-540-63699-4_17	1997	10.1007/3-540-54059-8_80	1991
10.1007/3-540-63699-4_17	1997	10.1145/319587.319588	1981
10.1007/3-540-63699-4_17	1997	10.1145/50202.50239	1988
10.1007/3-540-63699-4_17	1997	10.1145/226163.226166	1996
10.1007/3-540-63699-4_17	1997	10.1109/32.142872	1992
10.1007/3-540-63699-4_17	1997	10.1145/319540.319561	1981
10.1007/3-540-63699-4_17	1997	10.1007/bfb0000597	1990
10.1007/3-540-63699-4_17	1997	10.1145/215206.215331	1995
10.1007/3-540-63699-4_17	1997	10.1007/3-540-58113-8_178	1994
10.1007/3-540-63699-4_17	1997	10.1145/98188.98197	1990
10.1007/3-540-47866-3_26	1999	10.1109/tc.1976.1674590	1976
10.1007/3-540-47866-3_26	1999	10.1145/320434.320440	1976
10.1007/3-540-47866-3_26	1999	10.1109/tse.1977.231132	1977
10.1007/3-540-47866-3_26	1999	10.1145/288627.288674	1998
10.1007/3-540-47866-3_26	1999	10.1016/0169-023x(95)00036-r	1996
10.1007/3-540-58786-1_78	1994	10.1145/38713.38748	1987
10.1007/3-540-58786-1_78	1994	10.1145/74877.74924	1989
10.1007/3-540-58786-1_78	1994	10.1016/0890-5401(88)90007-7	1988
10.1007/3-540-58786-1_78	1994	10.1145/6041.6042	1985
10.1007/3-540-58786-1_78	1994	10.1007/3-540-51295-0_143	1989
10.1007/3-540-58786-1_78	1994	10.1016/0169-023x(89)90004-9	1989
10.1007/3-540-58786-1_78	1994	10.1145/71031.71041	1989
10.1007/3-540-58786-1_78	1994	10.1007/3-540-55015-1_9	1991
10.1007/bfb0024373	1993	10.1145/320434.320440	1976
10.1007/bfb0024373	1993	10.1109/tse.1983.235262	1983
10.1007/bfb0024373	1993	10.1016/0169-023x(85)90019-9	1985
10.1007/bfb0024373	1993	10.1145/67544.66967	1989
10.1007/bfb0024373	1993	10.1145/132271.132273	1992
10.1007/bfb0024373	1993	10.1145/170088.170104	1993
10.1007/bfb0024373	1993	10.1145/7474.7475	1986
10.1007/3-540-48054-4_12	1999	10.1109/52.43044	1990
10.1007/3-540-48054-4_12	1999	10.1145/5465.5466	1986
10.1007/3-540-48054-4_12	1999	10.1147/sj.372.0246	1998
10.1007/3-540-48054-4_24	1999	10.1145/276627.276630	1998
10.1007/3-540-48054-4_24	1999	10.1145/226239.226255	1995
10.1007/3-540-48054-4_24	1999	10.1145/151480.151483	1993
10.1007/3-540-48054-4_24	1999	10.1145/192757.192774	1994
10.1007/3-540-48054-4_24	1999	10.1145/208344.208349	1995
10.1007/3-540-48054-4_24	1999	10.1145/234828.234838	1996
10.1007/3-540-48054-4_24	1999	10.1145/208344.208346	1995
10.1007/3-540-48054-4_24	1999	10.1145/276304.276375	1998
10.1007/3-540-48054-4_24	1999	10.1145/276627.276629	1998
