Cited_DOI	Last_Cited_Year
10.1007/3-540-53507-1_99	1995
10.1007/3-540-53557-8_27	1995
10.1007/3-540-53669-8_80	1991
10.1007/3-540-54009-1_10	1992
10.1007/3-540-54009-1_17	1992
10.1007/3-540-54009-1_18	1992
10.1007/3-540-54009-1_19	1992
10.1007/3-540-54009-1_2	1993
10.1007/3-540-54009-1_22	1999
10.1007/3-540-54009-1_23	1993
10.1007/3-540-54009-1_24	1996
10.1007/3-540-54009-1_25	1998
10.1007/3-540-54009-1_3	2000
10.1007/3-540-54009-1_5	1992
10.1007/3-540-54009-1_6	1996
10.1007/3-540-54059-8_104	1995
10.1007/3-540-54059-8_78	1994
10.1007/3-540-54059-8_80	1997
10.1007/3-540-54059-8_81	1997
10.1007/3-540-54059-8_83	1998
10.1007/3-540-54059-8_85	1995
10.1007/3-540-54059-8_88	1989
10.1007/3-540-54059-8_91	1997
10.1007/3-540-54059-8_96	1997
10.1007/3-540-54132-2	1996
10.1007/3-540-54132-2_49	1990
10.1007/3-540-54132-2_55	1992
10.1007/3-540-54132-2_64	1992
10.1007/3-540-54132-2_69	1992
10.1007/3-540-54141-1_10	1993
10.1007/3-540-54141-1_11	1991
10.1007/3-540-54141-1_13	1994
10.1007/3-540-54141-1_15	1996
10.1007/3-540-54141-1_16	1993
10.1007/3-540-54141-1_17	1995
10.1007/3-540-54141-1_19	1991
10.1007/3-540-54141-1_22	1999
10.1007/3-540-54141-1_4	1995
10.1007/3-540-54141-1_5	1997
10.1007/3-540-54141-1_6	1996
10.1007/3-540-54141-1_9	2000
10.1007/3-540-54233-7_122	1993
10.1007/3-540-54233-7_125	1996
10.1007/3-540-54414-3	2000
10.1007/3-540-54414-3_34	1997
10.1007/3-540-54414-3_35	1998
10.1007/3-540-54414-3_36	1996
10.1007/3-540-54414-3_38	2000
10.1007/3-540-54414-3_40	1999
10.1007/3-540-54414-3_41	1999
10.1007/3-540-54414-3_42	1998
10.1007/3-540-54414-3_43	1998
10.1007/3-540-54414-3_44	1996
10.1007/3-540-54414-3_46	1999
10.1007/3-540-54414-3_48	1998
10.1007/3-540-54414-3_50	1995
10.1007/3-540-54415-1_54	2002
10.1007/3-540-54415-1_67	1992
10.1007/3-540-54444-5_104	1995
10.1007/3-540-54444-5_123	1998
10.1007/3-540-54444-5_83	1996
10.1007/3-540-54487-9_62	1996
10.1007/3-540-54563-8_109	1992
10.1007/3-540-54563-8_69	1995
10.1007/3-540-54563-8_75	1996
10.1007/3-540-54563-8_91	1995
10.1007/3-540-54563-8_93	1993
10.1007/3-540-54594-8_46	1997
10.1007/3-540-54594-8_57	1997
10.1007/3-540-54594-8_74	1995
10.1007/3-540-54659-6_89	1996
10.1007/3-540-54712-6_221	1997
10.1007/3-540-54834-3_36	1998
10.1007/3-540-55015-1	1996
10.1007/3-540-55015-1_1	1996
10.1007/3-540-55015-1_10	2000
10.1007/3-540-55015-1_13	1995
10.1007/3-540-55015-1_14	1995
10.1007/3-540-55015-1_15	1995
10.1007/3-540-55015-1_16	1993
10.1007/3-540-55015-1_17	1998
10.1007/3-540-55015-1_19	1997
10.1007/3-540-55015-1_2	1997
10.1007/3-540-55015-1_22	1993
10.1007/3-540-55015-1_23	1999
10.1007/3-540-55015-1_25	1996
10.1007/3-540-55015-1_26	2000
10.1007/3-540-55015-1_28	1995
10.1007/3-540-55015-1_3	1996
10.1007/3-540-55015-1_4	1997
10.1007/3-540-55015-1_5	1993
10.1007/3-540-55015-1_6	1999
10.1007/3-540-55015-1_7	1995
10.1007/3-540-55015-1_8	1997
10.1007/3-540-55015-1_9	1997
10.1007/3-540-55121-2_18	1999
10.1007/3-540-55210-3_173	1995
10.1007/3-540-55210-3_206	1998
10.1007/3-540-55460-2_19	1992
10.1007/3-540-55460-2_9	1993
10.1007/3-540-55546-3_42	1998
10.1007/3-540-55546-3_47	1997
10.1007/3-540-55599-4_126	1992
10.1007/3-540-55599-4_127	1996
10.1007/3-540-55599-4_130	1998
10.1007/3-540-55599-4_77	1992
10.1007/3-540-55599-4_94	1996
10.1007/3-540-55602-8_180	1996
10.1007/3-540-55602-8_225	1995
10.1007/3-540-55639-7_10	1993
10.1007/3-540-55639-7_12	1996
10.1007/3-540-55639-7_13	1993
10.1007/3-540-55639-7_14	1996
10.1007/3-540-55639-7_17	1994
10.1007/3-540-55639-7_7	1993
10.1007/3-540-55693-1_31	1998
10.1007/3-540-55693-1_32	1995
10.1007/3-540-55693-1_39	1994
10.1007/3-540-55693-1_40	1996
10.1007/3-540-55693-1_41	1994
10.1007/3-540-55693-1_42	1997
10.1007/3-540-55719-9_95	1999
10.1007/3-540-55719-9_96	1995
10.1007/3-540-55966-3_10	1998
10.1007/3-540-55966-3_11	1995
10.1007/3-540-55966-3_12	1999
10.1007/3-540-55966-3_2	1999
10.1007/3-540-55966-3_3	1999
10.1007/3-540-56004-1_4	1993
10.1007/3-540-56023-8_1	1994
10.1007/3-540-56023-8_10	1993
10.1007/3-540-56023-8_11	1995
10.1007/3-540-56023-8_13	1993
10.1007/3-540-56023-8_18	1996
10.1007/3-540-56023-8_19	1995
10.1007/3-540-56023-8_20	1998
10.1007/3-540-56023-8_21	1998
10.1007/3-540-56023-8_22	1993
10.1007/3-540-56023-8_24	1997
10.1007/3-540-56023-8_25	1996
10.1007/3-540-56023-8_26	1998
10.1007/3-540-56023-8_3	1999
10.1007/3-540-56023-8_5	1997
10.1007/3-540-56023-8_6	1993
10.1007/3-540-56023-8_8	1995
10.1007/3-540-56023-8_9	1999
10.1007/3-540-56024-6_12	1994
10.1007/3-540-56024-6_15	1996
10.1007/3-540-56024-6_19	1995
10.1007/3-540-56039-4_31	1995
10.1007/3-540-56039-4_34	1994
10.1007/3-540-56039-4_36	1998
10.1007/3-540-56039-4_37	1997
10.1007/3-540-56039-4_38	1999
10.1007/3-540-56039-4_40	1995
10.1007/3-540-56039-4_42	1993
10.1007/3-540-56039-4_44	1996
10.1007/3-540-56039-4_47	1992
10.1007/3-540-56039-4_48	2000
10.1007/3-540-56039-4_52	1995
10.1007/3-540-56039-4_53	1998
10.1007/3-540-56039-4_55	1996
10.1007/3-540-56039-4_56	2000
10.1007/3-540-56283-4	1996
10.1007/3-540-56402-0_43	1992
10.1007/3-540-56402-0_54	1994
10.1007/3-540-56503-5_63	1994
10.1007/3-540-56602-3_136	1996
10.1007/3-540-56777-1_13	1994
10.1007/3-540-56777-1_15	1998
10.1007/3-540-56777-1_18	1997
10.1007/3-540-56777-1_19	1997
10.1007/3-540-56777-1_2	1999
10.1007/3-540-56777-1_23	1997
10.1007/3-540-56777-1_25	1995
10.1007/3-540-56777-1_26	1998
10.1007/3-540-56777-1_28	1994
10.1007/3-540-56777-1_3	1998
10.1007/3-540-56777-1_4	1997
10.1007/3-540-56777-1_5	1994
10.1007/3-540-56804-2_18	1994
10.1007/3-540-56804-2_26	1996
10.1007/3-540-56863-8_36	2000
10.1007/3-540-56869-7	2000
10.1007/3-540-56869-7_12	1994
10.1007/3-540-56869-7_13	1996
10.1007/3-540-56869-7_14	1993
10.1007/3-540-56869-7_15	1994
10.1007/3-540-56869-7_16	1998
10.1007/3-540-56869-7_17	1998
10.1007/3-540-56869-7_18	1998
10.1007/3-540-56869-7_19	1996
10.1007/3-540-56869-7_2	1998
10.1007/3-540-56869-7_20	1998
10.1007/3-540-56869-7_21	1998
10.1007/3-540-56869-7_22	2000
10.1007/3-540-56869-7_23	1998
10.1007/3-540-56869-7_5	1998
10.1007/3-540-56869-7_6	1999
10.1007/3-540-56869-7_8	2001
10.1007/3-540-56869-7_9	1998
10.1007/3-540-56891-3_67	1996
10.1007/3-540-56921-9_2	1997
10.1007/3-540-56921-9_3	1994
10.1007/3-540-56921-9_4	1998
10.1007/3-540-56979-0_1	1997
10.1007/3-540-56979-0_16	1995
10.1007/3-540-56979-0_21	1997
10.1007/3-540-56992-8_15	1999
10.1007/3-540-57155-8_238	1998
10.1007/3-540-57163-9_20	1996
10.1007/3-540-57182-5_56	1995
10.1007/3-540-57183-3_17	1996
10.1007/3-540-57183-3_2	1993
10.1007/3-540-57183-3_22	1999
10.1007/3-540-57183-3_36	1998
10.1007/3-540-57183-3_5	1999
10.1007/3-540-57183-3_7	1996
10.1007/3-540-57207-4	1998
10.1007/3-540-57207-4_4	1998
10.1007/3-540-57207-4_6	1998
10.1007/3-540-57207-4_9	1998
10.1007/3-540-57209-0_11	1996
10.1007/3-540-57209-0_27	1997
10.1007/3-540-57234-1_14	1997
10.1007/3-540-57234-1_16	1995
10.1007/3-540-57234-1_17	1994
10.1007/3-540-57234-1_2	1998
10.1007/3-540-57234-1_20	1997
10.1007/3-540-57234-1_29	1995
10.1007/3-540-57234-1_30	1998
10.1007/3-540-57234-1_4	1998
10.1007/3-540-57234-1_7	1999
10.1007/3-540-57234-1_72	1995
10.1007/3-540-57253-8_55	1998
10.1007/3-540-57271-6_30	1996
10.1007/3-540-57287-2_41	1999
10.1007/3-540-57287-2_43	1997
10.1007/3-540-57292-9_50	1995
10.1007/3-540-57301-1_1	1994
10.1007/3-540-57301-1_13	1995
10.1007/3-540-57301-1_14	1998
10.1007/3-540-57301-1_2	1996
10.1007/3-540-57301-1_20	1998
10.1007/3-540-57301-1_22	1996
10.1007/3-540-57301-1_23	1998
10.1007/3-540-57301-1_27	1998
10.1007/3-540-57301-1_4	1994
10.1007/3-540-57301-1_5	2000
10.1007/3-540-57301-1_7	1999
10.1007/3-540-57301-1_9	1996
10.1007/3-540-57370-4_33	1998
10.1007/3-540-57370-4_59	1997
10.1007/3-540-57419-0_1	1994
10.1007/3-540-57419-0_3	1993
10.1007/3-540-57419-0_4	1997
10.1007/3-540-57419-0_5	1997
10.1007/3-540-57419-0_8	1996
10.1007/3-540-57502-2_67	2002
10.1007/3-540-57507-3_1	1999
10.1007/3-540-57507-3_10	1998
10.1007/3-540-57507-3_12	1996
10.1007/3-540-57507-3_15	1997
10.1007/3-540-57507-3_16	1997
10.1007/3-540-57507-3_17	1995
10.1007/3-540-57507-3_18	1995
10.1007/3-540-57507-3_2	1996
10.1007/3-540-57507-3_20	1998
10.1007/3-540-57507-3_6	1996
10.1007/3-540-57507-3_8	1997
10.1007/3-540-57507-3_9	1998
10.1007/3-540-57529-4_51	1996
10.1007/3-540-57530-8_1	1995
10.1007/3-540-57530-8_10	1997
10.1007/3-540-57530-8_13	1998
10.1007/3-540-57530-8_15	2001
10.1007/3-540-57530-8_17	2000
10.1007/3-540-57530-8_20	1998
10.1007/3-540-57530-8_23	1994
10.1007/3-540-57530-8_24	1997
10.1007/3-540-57530-8_27	1998
10.1007/3-540-57530-8_30	1996
10.1007/3-540-57530-8_31	1995
10.1007/3-540-57530-8_4	1997
10.1007/3-540-57530-8_6	1999
10.1007/3-540-57530-8_9	1999
10.1007/3-540-57648-7	1995
10.1007/3-540-57659-2_12	2002
10.1007/3-540-57659-2_28	2002
10.1007/3-540-57818-8_36	2000
10.1007/3-540-57818-8_37	1998
10.1007/3-540-57818-8_39	1997
10.1007/3-540-57818-8_43	1999
10.1007/3-540-57818-8_44	1999
10.1007/3-540-57818-8_45	1999
10.1007/3-540-57818-8_46	1994
10.1007/3-540-57818-8_47	1996
10.1007/3-540-57818-8_49	1998
10.1007/3-540-57818-8_51	1994
10.1007/3-540-57818-8_52	1994
10.1007/3-540-57818-8_53	1998
10.1007/3-540-57818-8_54	1998
10.1007/3-540-57818-8_55	1999
10.1007/3-540-57818-8_57	1998
10.1007/3-540-57818-8_58	1997
10.1007/3-540-57818-8_60	1996
10.1007/3-540-57818-8_61	2000
10.1007/3-540-57818-8_62	1998
10.1007/3-540-57818-8_65	1995
10.1007/3-540-57887-0_92	1999
10.1007/3-540-58094-8_18	2000
10.1007/3-540-58094-8_19	1999
10.1007/3-540-58113-8_167	1999
10.1007/3-540-58113-8_170	1995
10.1007/3-540-58113-8_174	1998
10.1007/3-540-58113-8_178	1997
10.1007/3-540-58113-8_182	1995
10.1007/3-540-58113-8_185	1997
10.1007/3-540-58113-8_186	1998
10.1007/3-540-58183-9_41	1997
10.1007/3-540-58183-9_43	1998
10.1007/3-540-58183-9_46	1995
10.1007/3-540-58183-9_48	1998
10.1007/3-540-58183-9_51	1998
10.1007/3-540-58183-9_54	1997
10.1007/3-540-58183-9_55	1996
10.1007/3-540-58183-9_57	1996
10.1007/3-540-58183-9_59	1997
10.1007/3-540-58183-9_61	1995
10.1007/3-540-58184-7_127	1996
10.1007/3-540-58201-0_59	2000
10.1007/3-540-58201-0_60	1996
10.1007/3-540-58235-5_32	1997
10.1007/3-540-58235-5_35	1998
10.1007/3-540-58235-5_39	1998
10.1007/3-540-58235-5_40	1995
10.1007/3-540-58235-5_42	1997
10.1007/3-540-58325-4_188	1994
10.1007/3-540-58328-9_16	1995
10.1007/3-540-58338-6_59	1996
10.1007/3-540-58402-1_16	1999
10.1007/3-540-58435-8_169	1999
10.1007/3-540-58435-8_171	1998
10.1007/3-540-58435-8_172	1997
10.1007/3-540-58435-8_174	1995
10.1007/3-540-58435-8_177	1998
10.1007/3-540-58435-8_181	1998
10.1007/3-540-58435-8_182	1995
10.1007/3-540-58435-8_183	1996
10.1007/3-540-58435-8_194	1995
10.1007/3-540-58435-8_203	1999
10.1007/3-540-58435-8_208	1995
10.1007/3-540-58435-8_209	1995
10.1007/3-540-58435-8_217	1996
10.1007/3-540-58435-8_218	1996
10.1007/3-540-58435-8_226	1997
10.1007/3-540-58435-8_230	1996
10.1007/3-540-58435-8_231	1998
10.1007/3-540-58435-8_232	1997
10.1007/3-540-58435-8_238	1997
10.1007/3-540-58435-8_242	1995
10.1007/3-540-58495-1_17	1996
10.1007/3-540-58495-1_5	1995
10.1007/3-540-58555-9_94	1995
10.1007/3-540-58601-6_100	2000
10.1007/3-540-58601-6_101	1997
10.1007/3-540-58601-6_103	1999
10.1007/3-540-58601-6_107	1998
10.1007/3-540-58601-6_110	1998
10.1007/3-540-58715-2_116	1997
10.1007/3-540-58786-1_100	1999
10.1007/3-540-58786-1_101	1999
10.1007/3-540-58786-1_102	1999
10.1007/3-540-58786-1_72	1999
10.1007/3-540-58786-1_75	1999
10.1007/3-540-58786-1_76	1996
10.1007/3-540-58786-1_79	1998
10.1007/3-540-58786-1_81	1998
10.1007/3-540-58786-1_82	1997
10.1007/3-540-58786-1_83	1995
10.1007/3-540-58786-1_84	1997
10.1007/3-540-58786-1_86	1997
10.1007/3-540-58786-1_89	1995
10.1007/3-540-58786-1_91	1999
10.1007/3-540-58786-1_92	1999
10.1007/3-540-58786-1_93	1999
10.1007/3-540-58786-1_94	1999
10.1007/3-540-58786-1_96	1999
10.1007/3-540-58786-1_99	1999
10.1007/3-540-58795-0_31	1999
10.1007/3-540-58795-0_32	1998
10.1007/3-540-58795-0_35	1995
10.1007/3-540-58795-0_52	1995
10.1007/3-540-58795-0_54	1996
10.1007/3-540-58907-4_1	1997
10.1007/3-540-58907-4_12	1995
10.1007/3-540-58907-4_13	1997
10.1007/3-540-58907-4_15	1998
10.1007/3-540-58907-4_16	1997
10.1007/3-540-58907-4_17	1995
10.1007/3-540-58907-4_18	1999
10.1007/3-540-58907-4_19	1998
10.1007/3-540-58907-4_2	1998
10.1007/3-540-58907-4_22	2000
10.1007/3-540-58907-4_25	1999
10.1007/3-540-58907-4_26	1996
10.1007/3-540-58907-4_28	1997
10.1007/3-540-58907-4_29	1998
10.1007/3-540-58907-4_30	1995
10.1007/3-540-58907-4_31	1997
10.1007/3-540-58907-4_32	1999
10.1007/3-540-58907-4_33	1995
10.1007/3-540-58907-4_5	1998
10.1007/3-540-58907-4_6	1999
10.1007/3-540-58907-4_8	2000
10.1007/3-540-58907-4_9	1997
10.1007/3-540-58950-3_374	1998
10.1007/3-540-59042-0_73	1999
10.1007/3-540-59071-4_36	1996
10.1007/3-540-59286-5_45	1997
10.1007/3-540-59286-5_64	1997
10.1007/3-540-59293-8_239	1995
10.1007/3-540-59451-5_2	2001
10.1007/3-540-59487-6_17	1997
10.1007/3-540-59487-6_20	1997
10.1007/3-540-59487-6_6	1997
10.1007/3-540-59498-1_234	1996
10.1007/3-540-59498-1_235	1997
10.1007/3-540-59498-1_236	1996
10.1007/3-540-59498-1_239	1999
10.1007/3-540-59498-1_246	1997
10.1007/3-540-59498-1_248	1995
10.1007/3-540-59498-1_251	1995
10.1007/3-540-59498-1_256	1996
10.1007/3-540-59498-1_257	1999
10.1007/3-540-60044-2	1997
10.1007/3-540-60112-0_34	1995
10.1007/3-540-60159-7	2000
10.1007/3-540-60159-7_1	1999
10.1007/3-540-60159-7_10	1996
10.1007/3-540-60159-7_11	1996
10.1007/3-540-60159-7_13	1998
10.1007/3-540-60159-7_14	2000
10.1007/3-540-60159-7_16	1999
10.1007/3-540-60159-7_17	1998
10.1007/3-540-60159-7_18	1996
10.1007/3-540-60159-7_2	2000
10.1007/3-540-60159-7_20	2000
10.1007/3-540-60159-7_21	1998
10.1007/3-540-60159-7_4	1998
10.1007/3-540-60159-7_5	1999
10.1007/3-540-60159-7_6	2001
10.1007/3-540-60159-7_7	1998
10.1007/3-540-60159-7_8	1996
10.1007/3-540-60159-7_9	1998
10.1007/3-540-60178-3_81	1997
10.1007/3-540-60178-3_92	1999
10.1007/3-540-60178-3_94	1997
10.1007/3-540-60178-3_96	2000
10.1007/3-540-60178-3_99	1997
10.1007/3-540-60220-8_74	2000
10.1007/3-540-60220-8_75	1998
10.1007/3-540-60220-8_78	1998
10.1007/3-540-60246-1_113	1997
10.1007/3-540-60299-2_10	1998
10.1007/3-540-60299-2_11	1996
10.1007/3-540-60299-2_16	1999
10.1007/3-540-60299-2_17	2000
10.1007/3-540-60299-2_18	1999
10.1007/3-540-60299-2_6	1998
10.1007/3-540-60299-2_8	2000
10.1007/3-540-60299-2_9	1999
10.1007/3-540-60313-1_151	1999
10.1007/3-540-60313-1_155	1998
10.1007/3-540-60313-1_169	1998
10.1007/3-540-60365-4	1999
10.1007/3-540-60365-4_116	1999
10.1007/3-540-60365-4_117	1999
10.1007/3-540-60365-4_118	1999
10.1007/3-540-60365-4_120	1999
10.1007/3-540-60365-4_122	1999
10.1007/3-540-60365-4_126	1999
10.1007/3-540-60365-4_127	1999
10.1007/3-540-60365-4_128	1998
10.1007/3-540-60365-4_130	1997
10.1007/3-540-60365-4_132	1996
10.1007/3-540-60365-4_134	1999
10.1007/3-540-60368-9_19	1998
10.1007/3-540-60392-1	1998
10.1007/3-540-60392-1_1	2000
10.1007/3-540-60392-1_22	1998
10.1007/3-540-60392-1_35	1998
10.1007/3-540-60392-1_4	1998
10.1007/3-540-60392-1_9	1997
10.1007/3-540-60406-5_17	1996
10.1007/3-540-60406-5_21	1998
10.1007/3-540-60578-9_1	1995
10.1007/3-540-60584-3_21	1996
10.1007/3-540-60584-3_22	1996
10.1007/3-540-60584-3_37	1997
10.1007/3-540-60584-3_40	1996
10.1007/3-540-60608-4_31	1999
10.1007/3-540-60608-4_32	1997
10.1007/3-540-60608-4_33	1999
10.1007/3-540-60608-4_34	1998
10.1007/3-540-60608-4_35	1999
10.1007/3-540-60608-4_36	1998
10.1007/3-540-60608-4_40	2000
10.1007/3-540-60608-4_41	1999
10.1007/3-540-60608-4_42	1999
10.1007/3-540-60608-4_43	2001
10.1007/3-540-60608-4_48	1999
10.1007/3-540-60608-4_52	1998
10.1007/3-540-60608-4_54	1999
10.1007/3-540-60608-4_56	1997
10.1007/3-540-60608-4_59	1997
10.1007/3-540-60618-1_71	1998
10.1007/3-540-60794-3_12	1997
10.1007/3-540-60794-3_14	1998
10.1007/3-540-60794-3_17	1998
10.1007/3-540-60794-3_18	1998
10.1007/3-540-61053-7_70	2002
10.1007/3-540-61258-0_1	1999
10.1007/3-540-61286-6_180	1999
10.1007/3-540-61291-2_50	1996
10.1007/3-540-61292-0_1	1997
10.1007/3-540-61292-0_15	1997
10.1007/3-540-61292-0_18	1997
10.1007/3-540-61292-0_2	1999
10.1007/3-540-61292-0_26	2001
10.1007/3-540-61292-0_28	1999
10.1007/3-540-61292-0_30	1999
10.1007/3-540-61292-0_6	1997
10.1007/3-540-61332-3_150	1997
10.1007/3-540-61377-3_37	1997
10.1007/3-540-61422-2_146	1999
10.1007/3-540-61442-7_1	1997
10.1007/3-540-61442-7_10	1999
10.1007/3-540-61442-7_11	1997
10.1007/3-540-61442-7_3	1999
10.1007/3-540-61511-3_91	2000
10.1007/3-540-61551-2_80	2000
10.1007/3-540-61551-2_82	1999
10.1007/3-540-61551-2_94	2000
10.1007/3-540-61736-1_44	2002
10.1007/3-540-61739-6_31	2002
10.1007/3-540-61859-7_1	1999
10.1007/3-540-62221-7_9	1996
10.1007/3-540-62222-5	1999
10.1007/3-540-62222-5_33	2001
10.1007/3-540-62222-5_34	2001
10.1007/3-540-62222-5_35	1999
10.1007/3-540-62222-5_36	2001
10.1007/3-540-62222-5_39	2001
10.1007/3-540-62222-5_42	2000
10.1007/3-540-62222-5_46	1998
10.1007/3-540-62222-5_47	1998
10.1007/3-540-62222-5_48	2000
10.1007/3-540-62222-5_49	1999
10.1007/3-540-62222-5_50	2001
10.1007/3-540-62222-5_52	1999
10.1007/3-540-62222-5_53	1998
10.1007/3-540-62222-5_55	2001
10.1007/3-540-62222-5_56	1999
10.1007/3-540-62222-5_59	2000
10.1007/3-540-62222-5_60	2001
10.1007/3-540-62222-5_61	1999
10.1007/3-540-62222-5_62	2000
10.1007/3-540-62501-1_23	1998
10.1007/3-540-62501-1_28	1998
10.1007/3-540-62501-1_29	2000
10.1007/3-540-62501-1_30	1997
10.1007/3-540-62501-1_33	1997
10.1007/3-540-62501-1_37	1998
10.1007/3-540-62501-1_38	1998
10.1007/3-540-62591-7_39	1999
10.1007/3-540-63107-0_11	1999
10.1007/3-540-63107-0_18	1999
10.1007/3-540-63107-0_20	1999
10.1007/3-540-63107-0_30	1999
10.1007/3-540-63107-0_31	1998
10.1007/3-540-63107-0_5	1999
10.1007/3-540-63139-9_48	2000
10.1007/3-540-63165-8_215	1999
10.1007/3-540-63165-8_216	1999
10.1007/3-540-63166-6_29	2000
10.1007/3-540-63220-4_46	1999
10.1007/3-540-63223-9_109	1999
10.1007/3-540-63223-9_118	1998
10.1007/3-540-63223-9_133	1999
10.1007/3-540-63238-7	2000
10.1007/3-540-63238-7_22	1999
10.1007/3-540-63238-7_23	1999
10.1007/3-540-63238-7_24	1999
10.1007/3-540-63238-7_27	1999
10.1007/3-540-63238-7_28	2000
10.1007/3-540-63238-7_29	1997
10.1007/3-540-63238-7_31	1999
10.1007/3-540-63238-7_32	1998
10.1007/3-540-63238-7_33	1999
10.1007/3-540-63238-7_36	2000
10.1007/3-540-63238-7_38	1999
10.1007/3-540-63238-7_39	1999
10.1007/3-540-63246-8_10	2000
10.1007/3-540-63263-8_15	1998
10.1007/3-540-63263-8_22	1998
10.1007/3-540-63263-8_4	1999
10.1007/3-540-63263-8_6	2000
10.1007/3-540-63263-8_7	2000
10.1007/3-540-63307-3_70	1999
10.1007/3-540-63307-3_82	1999
10.1007/3-540-63343-x_36	1999
10.1007/3-540-63343-x_48	1999
10.1007/3-540-63516-5_17	1998
10.1007/3-540-63516-5_20	1998
10.1007/3-540-63516-5_23	1997
10.1007/3-540-63531-9_11	1999
10.1007/3-540-63531-9_23	1999
10.1007/3-540-63531-9_25	2002
10.1007/3-540-63531-9_26	2002
10.1007/3-540-63614-5_53	1999
10.1007/3-540-63623-4_39	1999
10.1007/3-540-63623-4_40	1999
10.1007/3-540-63623-4_53	1999
10.1007/3-540-63699-4_13	1999
10.1007/3-540-63699-4_14	1999
10.1007/3-540-63699-4_16	1999
10.1007/3-540-63699-4_2	2001
10.1007/3-540-63699-4_23	1999
10.1007/3-540-63699-4_3	1998
10.1007/3-540-63699-4_33	1999
10.1007/3-540-63699-4_34	1999
10.1007/3-540-63699-4_4	1999
10.1007/3-540-63699-4_6	1999
10.1007/3-540-63792-3_10	2001
10.1007/3-540-63792-3_11	2009
10.1007/3-540-63792-3_18	1999
10.1007/3-540-63792-3_19	2000
10.1007/3-540-63792-3_25	1998
10.1007/3-540-63792-3_27	2000
10.1007/3-540-63792-3_3	1998
10.1007/3-540-63792-3_33	1999
10.1007/3-540-63792-3_7	2000
10.1007/3-540-63792-3_8	1999
10.1007/3-540-63792-3_9	1999
10.1007/3-540-63818-0_6	2000
10.1007/3-540-63890-3_32	1999
10.1007/3-540-64383-4_13	1998
10.1007/3-540-64383-4_23	1998
10.1007/3-540-64823-2_10	1997
10.1007/3-540-64823-2_12	1999
10.1007/3-540-64823-2_13	2001
10.1007/3-540-64823-2_15	2001
10.1007/3-540-64823-2_16	1999
10.1007/3-540-64823-2_18	2001
10.1007/3-540-64823-2_20	1999
10.1007/3-540-64823-2_21	1999
10.1007/3-540-64823-2_22	1999
10.1007/3-540-64823-2_4	2000
10.1007/3-540-64823-2_6	1999
10.1007/3-540-64823-2_9	1999
10.1007/3-540-68530-8_5	1999
10.1007/3-540-69687-3_11	1999
10.1007/3-540-69687-3_36	1998
10.1007/3-540-69687-3_44	1998
10.1007/3540539816_61	1999
10.1007/3540539816_63	1993
10.1007/3540539816_67	1995
10.1007/3540608052_76	2000
10.1007/978-0-387-34768-4_1	1991
10.1007/978-0-387-34768-4_12	1992
10.1007/978-0-387-34768-4_24	1991
10.1007/978-0-387-39940-9_104	2009
10.1007/978-0-387-39940-9_122	2009
10.1007/978-0-387-39940-9_1326	2009
10.1007/978-0-387-39940-9_1328	2009
10.1007/978-0-387-39940-9_135	2009
10.1007/978-0-387-39940-9_30	2009
10.1007/978-0-387-39940-9_436	2009
10.1007/978-0-387-39940-9_570	2009
10.1007/978-0-387-39940-9_684	2009
10.1007/978-0-387-39940-9_782	2009
10.1007/978-0-387-39940-9_866	2009
10.1007/978-0-387-39940-9_916	2009
10.1007/978-0-387-39940-9_92	2009
10.1007/978-0-387-39940-9_97	2009
10.1007/978-1-4419-8656-6	2001
10.1007/978-1-4419-8656-6_3	2000
10.1007/978-1-4471-0973-0_20	1999
10.1007/978-1-4471-0973-0_37	1998
10.1007/978-1-4471-1486-4_23	1999
10.1007/978-1-4471-1486-4_27	1997
10.1007/978-1-4471-1486-4_8	1996
10.1007/978-1-4471-1525-0_25	1998
10.1007/978-1-4471-1525-0_34	1999
10.1007/978-1-4471-2099-5_1	1996
10.1007/978-1-4471-2099-5_18	1998
10.1007/978-1-4471-2099-5_22	1998
10.1007/978-1-4471-2099-5_24	1998
10.1007/978-1-4471-2099-5_28	2000
10.1007/978-1-4471-2099-5_29	1998
10.1007/978-1-4471-2099-5_30	1999
10.1007/978-1-4471-2099-5_31	1996
10.1007/978-1-4471-2099-5_32	1996
10.1007/978-1-4471-2099-5_34	1994
10.1007/978-1-4471-2099-5_35	1999
10.1007/978-1-4471-2099-5_4	1995
10.1007/978-1-4471-2099-5_5	1995
10.1007/978-1-4471-2099-5_7	1999
10.1007/978-1-4471-2099-5_9	1997
10.1007/978-1-4471-2122-0_10	1998
10.1007/978-1-4471-2122-0_18	1996
10.1007/978-1-4471-2122-0_23	1997
10.1007/978-1-4471-2122-0_27	1999
10.1007/978-1-4471-2122-0_3	1995
10.1007/978-1-4471-2122-0_41	1996
10.1007/978-1-4471-2122-0_5	1996
10.1007/978-1-4471-2122-0_9	1997
